epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
83,23074.7,1.55775,0.89626,0.93802,0.70588,0.52495,0.49901,0.17902,2.47365,1.5982,1.29401,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,23352,1.54206,0.89011,0.93416,0.70798,0.52476,0.49879,0.17764,2.47637,1.59985,1.29527,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,23629,1.53143,0.88564,0.93221,0.70701,0.52467,0.49847,0.17715,2.47813,1.60071,1.29611,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,23906.4,1.52215,0.87551,0.93243,0.70705,0.52333,0.49743,0.17701,2.48017,1.60328,1.29724,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,24183.5,1.50347,0.87297,0.92412,0.70798,0.52275,0.49738,0.17703,2.48157,1.60578,1.29844,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,24460.7,1.48268,0.86186,0.92374,0.70927,0.52291,0.4972,0.17642,2.48383,1.60628,1.29995,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,24738.2,1.47412,0.85045,0.91904,0.71036,0.52103,0.4968,0.17621,2.48566,1.60799,1.30094,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,25015.4,1.46269,0.84814,0.91584,0.70731,0.5212,0.49595,0.17517,2.4872,1.61059,1.30197,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,25294.5,1.43948,0.82497,0.94521,0.70667,0.51969,0.49482,0.17502,2.48961,1.61547,1.30387,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,25572.1,1.4032,0.79487,0.93851,0.70502,0.52084,0.49466,0.17429,2.49335,1.62042,1.3062,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,25849.5,1.3799,0.78574,0.93343,0.70383,0.52117,0.49455,0.17382,2.49613,1.62203,1.30759,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,26127,1.35757,0.77371,0.92778,0.69922,0.52005,0.49263,0.1734,2.49834,1.62622,1.30923,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,26404.1,1.33985,0.76496,0.92297,0.69407,0.51663,0.49074,0.17247,2.50157,1.62931,1.31066,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,26682.8,1.3265,0.75461,0.91881,0.69166,0.5174,0.48983,0.17209,2.5047,1.63197,1.31249,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,26959.8,1.31142,0.75101,0.91704,0.68977,0.51778,0.4889,0.1714,2.50775,1.63375,1.31499,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,27236.9,1.30097,0.74026,0.9144,0.69038,0.51683,0.48905,0.17077,2.51085,1.63404,1.31672,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,27513.7,1.27795,0.73133,0.91093,0.68511,0.5153,0.48744,0.17023,2.51359,1.63884,1.3188,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,27791.3,1.2697,0.72831,0.90951,0.68338,0.51463,0.48575,0.16985,2.51707,1.64192,1.32131,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
