epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1369.22,2.35721,1.64293,1.15559,0.60682,0.42291,0.38112,0.13002,2.41934,1.96281,1.2512,0.001604,0.001604,0.001604
22,1432.97,2.34795,1.63219,1.15636,0.67306,0.4289,0.42127,0.14265,2.43618,1.83084,1.24549,0.0015842,0.0015842,0.0015842
23,1497,2.32721,1.60056,1.14469,0.64649,0.42929,0.40916,0.13576,2.41546,1.87673,1.23723,0.0015644,0.0015644,0.0015644
24,1560.55,2.32677,1.62685,1.15703,0.65054,0.43856,0.41166,0.13386,2.41484,1.85704,1.22668,0.0015446,0.0015446,0.0015446
25,1623.93,2.32757,1.60378,1.15032,0.68844,0.44696,0.42407,0.14277,2.40408,1.79507,1.23786,0.0015248,0.0015248,0.0015248
26,1688.05,2.32293,1.58447,1.14863,0.70018,0.42852,0.41003,0.13691,2.44366,1.83613,1.24552,0.001505,0.001505,0.001505
27,1751.39,2.29913,1.56469,1.14299,0.65638,0.43274,0.40249,0.12833,2.45813,1.80483,1.24456,0.0014852,0.0014852,0.0014852
28,1814.77,2.31367,1.58419,1.14136,0.66962,0.45335,0.42725,0.14607,2.40483,1.79976,1.23177,0.0014654,0.0014654,0.0014654
29,1878.86,2.28672,1.55259,1.1325,0.70499,0.44889,0.43722,0.14656,2.45505,1.84562,1.24295,0.0014456,0.0014456,0.0014456
30,1943.07,2.29594,1.57059,1.13924,0.62793,0.45119,0.42533,0.13867,2.4577,1.84327,1.25893,0.0014258,0.0014258,0.0014258
31,2006.44,2.27509,1.54576,1.13951,0.68154,0.45894,0.40967,0.13616,2.44748,1.74995,1.25584,0.001406,0.001406,0.001406
32,2069.93,2.27799,1.5327,1.1381,0.69484,0.42659,0.40401,0.13886,2.44622,1.84454,1.25692,0.0013862,0.0013862,0.0013862
33,2133.22,2.26338,1.50267,1.13693,0.69854,0.43659,0.42749,0.14751,2.43643,1.81049,1.25833,0.0013664,0.0013664,0.0013664
34,2197.39,2.23888,1.49248,1.12315,0.68206,0.46003,0.44067,0.14414,2.45829,1.71492,1.2507,0.0013466,0.0013466,0.0013466
35,2260.66,2.25457,1.5178,1.12612,0.64783,0.43351,0.38767,0.12883,2.55966,1.76382,1.30635,0.0013268,0.0013268,0.0013268
36,2324.01,2.24545,1.48729,1.12783,0.63971,0.44286,0.41474,0.14434,2.44144,1.77664,1.24893,0.001307,0.001307,0.001307
37,2387.3,2.23449,1.49268,1.123,0.66435,0.45184,0.40865,0.14046,2.43157,1.72854,1.25909,0.0012872,0.0012872,0.0012872
38,2450.53,2.2319,1.48215,1.117,0.67034,0.45273,0.40569,0.13971,2.45032,1.74988,1.25349,0.0012674,0.0012674,0.0012674
39,2513.81,2.22973,1.47712,1.12206,0.65914,0.45657,0.41137,0.13779,2.44368,1.754,1.24976,0.0012476,0.0012476,0.0012476
40,2577.13,2.21372,1.45519,1.12032,0.6944,0.44927,0.42017,0.14321,2.45497,1.69292,1.25124,0.0012278,0.0012278,0.0012278
41,2640.61,2.20259,1.4557,1.11739,0.69235,0.44658,0.43113,0.14897,2.43903,1.69448,1.25073,0.001208,0.001208,0.001208
42,2704.69,2.1924,1.44461,1.10953,0.6803,0.45143,0.43439,0.14926,2.43408,1.69142,1.26013,0.0011882,0.0011882,0.0011882
43,2768.71,2.19675,1.44896,1.11593,0.70198,0.4681,0.43397,0.14696,2.46496,1.64223,1.25805,0.0011684,0.0011684,0.0011684
44,2832.06,2.19709,1.43808,1.11417,0.72683,0.46424,0.4435,0.15027,2.45536,1.63903,1.2566,0.0011486,0.0011486,0.0011486
45,2896.06,2.18334,1.43309,1.10738,0.69624,0.45004,0.43453,0.14699,2.44915,1.67486,1.26448,0.0011288,0.0011288,0.0011288
46,2959.56,2.17658,1.41589,1.10629,0.66794,0.45765,0.42497,0.14348,2.45393,1.72049,1.2597,0.001109,0.001109,0.001109
47,3023.31,2.15645,1.40252,1.10352,0.68029,0.43015,0.41241,0.14089,2.47881,1.73091,1.2752,0.0010892,0.0010892,0.0010892
48,3086.92,2.1606,1.38904,1.09794,0.67782,0.45696,0.42627,0.14536,2.43309,1.70395,1.25873,0.0010694,0.0010694,0.0010694
49,3150.34,2.13912,1.38453,1.09498,0.66535,0.447,0.40034,0.13603,2.48031,1.70543,1.27521,0.0010496,0.0010496,0.0010496
50,3213.74,2.15292,1.39823,1.1014,0.65569,0.46474,0.42868,0.1466,2.45354,1.66186,1.26042,0.0010298,0.0010298,0.0010298
51,3277.11,2.14378,1.38929,1.09386,0.65358,0.45503,0.42757,0.14459,2.43355,1.68144,1.24743,0.00101,0.00101,0.00101
52,3340.54,2.1336,1.37324,1.08987,0.67427,0.45542,0.41458,0.1402,2.464,1.68432,1.26367,0.0009902,0.0009902,0.0009902
53,3403.94,2.11922,1.37659,1.09182,0.67287,0.46118,0.42653,0.1415,2.47216,1.67288,1.27105,0.0009704,0.0009704,0.0009704
54,3467.37,2.11811,1.36536,1.08801,0.67746,0.43697,0.41916,0.14545,2.43581,1.68714,1.25552,0.0009506,0.0009506,0.0009506
55,3530.8,2.09825,1.35014,1.08293,0.66599,0.45465,0.42593,0.14744,2.45528,1.67041,1.26255,0.0009308,0.0009308,0.0009308
56,3594.24,2.10794,1.35595,1.08061,0.66807,0.4658,0.43284,0.14251,2.46216,1.68979,1.25548,0.000911,0.000911,0.000911
57,3657.77,2.09743,1.34703,1.08213,0.67247,0.47028,0.42631,0.14479,2.46171,1.65322,1.26383,0.0008912,0.0008912,0.0008912
58,3721.75,2.09081,1.32931,1.07927,0.6491,0.46707,0.42954,0.14094,2.45669,1.66801,1.2579,0.0008714,0.0008714,0.0008714
59,3785.14,2.08491,1.32303,1.07176,0.63281,0.45542,0.40918,0.13515,2.47424,1.67856,1.25665,0.0008516,0.0008516,0.0008516
60,3848.8,2.08281,1.32593,1.07738,0.63574,0.46849,0.42553,0.14534,2.46737,1.63272,1.2578,0.0008318,0.0008318,0.0008318
61,3912.26,2.07377,1.30864,1.07781,0.65037,0.46112,0.42009,0.14104,2.45256,1.67109,1.2547,0.000812,0.000812,0.000812
62,3975.55,2.0694,1.31611,1.07135,0.6335,0.45439,0.41519,0.13833,2.468,1.67739,1.26738,0.0007922,0.0007922,0.0007922
63,4039.02,2.04106,1.2978,1.06316,0.67149,0.47134,0.43021,0.14374,2.44682,1.64021,1.25294,0.0007724,0.0007724,0.0007724
64,4102.41,2.05427,1.30327,1.06831,0.64505,0.45196,0.40752,0.13602,2.45708,1.70597,1.25906,0.0007526,0.0007526,0.0007526
65,4165.76,2.04272,1.28554,1.06088,0.66615,0.44504,0.4132,0.14075,2.46537,1.67482,1.26275,0.0007328,0.0007328,0.0007328
66,4229.61,2.02025,1.2813,1.06163,0.66213,0.44081,0.42237,0.14171,2.45595,1.66939,1.26405,0.000713,0.000713,0.000713
67,4293.51,2.01554,1.27427,1.0566,0.63676,0.45948,0.42136,0.1415,2.4656,1.66655,1.26308,0.0006932,0.0006932,0.0006932
68,4357.14,2.0085,1.27407,1.05218,0.68766,0.45945,0.42586,0.14558,2.46944,1.6142,1.27332,0.0006734,0.0006734,0.0006734
69,4420.98,1.99324,1.25651,1.04785,0.67304,0.44934,0.42948,0.14611,2.46465,1.62273,1.27048,0.0006536,0.0006536,0.0006536
70,4484.57,2.0032,1.25193,1.05795,0.68482,0.4668,0.43537,0.1456,2.49496,1.59999,1.27681,0.0006338,0.0006338,0.0006338
71,4548.17,2.01356,1.26581,1.04722,0.6639,0.45465,0.42003,0.14194,2.49069,1.63938,1.27475,0.000614,0.000614,0.000614
72,4611.59,1.98814,1.24607,1.04825,0.63018,0.45042,0.41704,0.13765,2.50181,1.63863,1.27923,0.0005942,0.0005942,0.0005942
73,4675.04,1.97935,1.23824,1.04235,0.64269,0.47144,0.42663,0.14352,2.48956,1.63128,1.28245,0.0005744,0.0005744,0.0005744
74,4738.51,1.97967,1.23618,1.04464,0.66397,0.45734,0.41704,0.13854,2.50995,1.63449,1.28405,0.0005546,0.0005546,0.0005546
75,4802.05,1.97358,1.24451,1.04423,0.67935,0.45843,0.432,0.14297,2.50398,1.63693,1.2892,0.0005348,0.0005348,0.0005348
76,4865.62,1.95793,1.21878,1.03877,0.68396,0.4462,0.42667,0.14185,2.50805,1.61544,1.28119,0.000515,0.000515,0.000515
77,4929.11,1.96763,1.2257,1.04153,0.65242,0.45696,0.42797,0.142,2.51537,1.61724,1.29329,0.0004952,0.0004952,0.0004952
78,4992.55,1.95209,1.22416,1.03787,0.68347,0.43505,0.42325,0.13676,2.53058,1.64444,1.29479,0.0004754,0.0004754,0.0004754
79,5056.03,1.95485,1.22381,1.03741,0.6794,0.44043,0.42102,0.14023,2.52953,1.64449,1.29394,0.0004556,0.0004556,0.0004556
80,5119.5,1.94552,1.20569,1.03056,0.6678,0.47848,0.44055,0.14577,2.52207,1.61367,1.2904,0.0004358,0.0004358,0.0004358
81,5182.83,1.94023,1.20844,1.03248,0.65284,0.45772,0.42808,0.14278,2.51885,1.6273,1.28878,0.000416,0.000416,0.000416
82,5246.17,1.92656,1.19329,1.02519,0.65354,0.45311,0.41607,0.13875,2.5179,1.64689,1.29092,0.0003962,0.0003962,0.0003962
83,5309.47,1.92233,1.19977,1.02774,0.66604,0.45465,0.41572,0.13826,2.51984,1.62089,1.29417,0.0003764,0.0003764,0.0003764
84,5372.82,1.9244,1.20368,1.02996,0.68491,0.44427,0.41619,0.13714,2.51194,1.64057,1.2934,0.0003566,0.0003566,0.0003566
85,5436.28,1.9216,1.18269,1.02699,0.65533,0.4485,0.41538,0.13767,2.51716,1.64207,1.28956,0.0003368,0.0003368,0.0003368
86,5499.69,1.90721,1.17004,1.02454,0.64491,0.45859,0.42151,0.13989,2.52327,1.63457,1.29643,0.000317,0.000317,0.000317
87,5563.07,1.89601,1.17986,1.01512,0.64855,0.45503,0.41516,0.13782,2.52491,1.63742,1.29901,0.0002972,0.0002972,0.0002972
88,5626.51,1.89286,1.16888,1.01606,0.66234,0.44812,0.41572,0.13695,2.51415,1.63011,1.29993,0.0002774,0.0002774,0.0002774
89,5689.87,1.87321,1.15845,1.0147,0.66941,0.44889,0.41655,0.13723,2.51748,1.64429,1.29823,0.0002576,0.0002576,0.0002576
90,5753.65,1.87552,1.15863,1.01185,0.68799,0.43558,0.41433,0.13831,2.51677,1.65054,1.29862,0.0002378,0.0002378,0.0002378
91,5820.45,1.91196,1.19631,1.08154,0.66326,0.45004,0.41797,0.13818,2.51196,1.67649,1.30028,0.000218,0.000218,0.000218
92,5884.67,1.84788,1.12896,1.06288,0.6392,0.45734,0.41376,0.13617,2.51419,1.70387,1.30113,0.0001982,0.0001982,0.0001982
93,5949.12,1.82551,1.11629,1.05124,0.6443,0.45503,0.41704,0.13608,2.51874,1.70991,1.30356,0.0001784,0.0001784,0.0001784
94,6013.19,1.81903,1.10981,1.05686,0.64964,0.44965,0.41301,0.13468,2.53113,1.70318,1.30424,0.0001586,0.0001586,0.0001586
95,6077.12,1.81063,1.10122,1.05477,0.63761,0.46118,0.4136,0.13641,2.53059,1.68705,1.30305,0.0001388,0.0001388,0.0001388
96,6141.15,1.8088,1.1048,1.05036,0.64502,0.45465,0.41155,0.13534,2.52166,1.69455,1.30205,0.000119,0.000119,0.000119
97,6205.53,1.79722,1.09087,1.0493,0.6468,0.46168,0.41519,0.13633,2.52071,1.68915,1.30027,9.92e-05,9.92e-05,9.92e-05
98,6269.59,1.79138,1.08834,1.04792,0.64582,0.46426,0.41305,0.13556,2.52704,1.69151,1.305,7.94e-05,7.94e-05,7.94e-05
99,6333.59,1.78326,1.08591,1.04703,0.63109,0.46679,0.41015,0.13466,2.53004,1.68923,1.30687,5.96e-05,5.96e-05,5.96e-05
100,6397.65,1.77882,1.07985,1.04149,0.63641,0.46656,0.41195,0.13473,2.53358,1.69037,1.3086,3.98e-05,3.98e-05,3.98e-05
