epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1400.72,2.44273,1.87705,1.20124,0.56914,0.3359,0.30263,0.09814,2.55815,2.21888,1.29015,0.001604,0.001604,0.001604
22,1465.75,2.46214,1.89878,1.20457,0.57929,0.36126,0.34352,0.11412,2.52393,2.18461,1.2579,0.0015842,0.0015842,0.0015842
23,1531.15,2.46632,1.90354,1.20294,0.65935,0.38432,0.36287,0.12251,2.47042,2.15099,1.25681,0.0015644,0.0015644,0.0015644
24,1596.14,2.42588,1.84567,1.1897,0.54389,0.38663,0.32537,0.11338,2.44283,2.19584,1.23583,0.0015446,0.0015446,0.0015446
25,1661.07,2.43775,1.87306,1.18998,0.6154,0.36818,0.3509,0.12613,2.44348,2.00444,1.24483,0.0015248,0.0015248,0.0015248
26,1726.06,2.40923,1.80736,1.18474,0.5804,0.37638,0.32876,0.11092,2.46131,2.18483,1.23983,0.001505,0.001505,0.001505
27,1791.05,2.39533,1.78578,1.17809,0.64575,0.37894,0.35385,0.11941,2.47641,2.07017,1.25898,0.0014852,0.0014852,0.0014852
28,1856.21,2.39112,1.79939,1.18038,0.59903,0.41276,0.36697,0.13149,2.41282,2.06263,1.23548,0.0014654,0.0014654,0.0014654
29,1921.34,2.39256,1.76242,1.17903,0.6464,0.39969,0.37366,0.12343,2.51308,2.01506,1.25609,0.0014456,0.0014456,0.0014456
30,1986.42,2.3589,1.74258,1.16643,0.56988,0.40532,0.32735,0.10887,2.48773,2.17174,1.26538,0.0014258,0.0014258,0.0014258
31,2051.5,2.37821,1.76443,1.17422,0.61747,0.39508,0.36209,0.12034,2.52187,2.09883,1.24577,0.001406,0.001406,0.001406
32,2116.59,2.36334,1.76678,1.17069,0.60328,0.41353,0.3754,0.13198,2.5013,1.98707,1.27562,0.0013862,0.0013862,0.0013862
33,2181.53,2.36251,1.72554,1.16635,0.64058,0.4043,0.36939,0.12895,2.48575,1.96413,1.26197,0.0013664,0.0013664,0.0013664
34,2246.57,2.34768,1.72837,1.1666,0.56143,0.38278,0.33989,0.10978,2.57532,2.15964,1.30206,0.0013466,0.0013466,0.0013466
35,2311.56,2.33896,1.65858,1.15717,0.63748,0.40277,0.37951,0.12294,2.52882,1.92398,1.27565,0.0013268,0.0013268,0.0013268
36,2376.63,2.3441,1.70161,1.16705,0.68503,0.40584,0.37711,0.12702,2.49852,1.98333,1.26842,0.001307,0.001307,0.001307
37,2441.52,2.31871,1.69186,1.16075,0.68453,0.42531,0.3919,0.13555,2.45867,1.94223,1.25628,0.0012872,0.0012872,0.0012872
38,2508.09,2.30387,1.65385,1.14893,0.61994,0.39969,0.35682,0.1233,2.49575,2.03151,1.27053,0.0012674,0.0012674,0.0012674
39,2573,2.31374,1.63365,1.14536,0.60833,0.39969,0.36128,0.12641,2.44604,1.97581,1.24959,0.0012476,0.0012476,0.0012476
40,2638.03,2.29167,1.63407,1.15018,0.60769,0.40354,0.36176,0.12307,2.51899,2.05732,1.28621,0.0012278,0.0012278,0.0012278
41,2703.15,2.2924,1.61522,1.14709,0.58867,0.4143,0.35195,0.12535,2.46542,2.0217,1.26243,0.001208,0.001208,0.001208
42,2768.31,2.27064,1.61623,1.14711,0.62399,0.41073,0.37243,0.12418,2.506,1.92646,1.2674,0.0011882,0.0011882,0.0011882
43,2833.38,2.24885,1.58937,1.14538,0.62708,0.42659,0.38245,0.13049,2.46811,1.94949,1.25424,0.0011684,0.0011684,0.0011684
44,2898.39,2.26574,1.58965,1.13973,0.63457,0.43121,0.35676,0.12376,2.45666,1.96137,1.26016,0.0011486,0.0011486,0.0011486
45,2963.51,2.27298,1.58746,1.15367,0.70493,0.41583,0.39673,0.13855,2.41256,1.85793,1.23691,0.0011288,0.0011288,0.0011288
46,3030.18,2.24539,1.56412,1.13294,0.65663,0.43812,0.39359,0.13352,2.48385,1.90516,1.2767,0.001109,0.001109,0.001109
47,3095.26,2.26984,1.5986,1.13458,0.55442,0.40123,0.34811,0.11912,2.52454,2.01517,1.27371,0.0010892,0.0010892,0.0010892
48,3160.25,2.23669,1.56945,1.13717,0.61222,0.42351,0.36559,0.12669,2.51088,1.9599,1.26981,0.0010694,0.0010694,0.0010694
49,3225.24,2.20878,1.52299,1.12428,0.60717,0.41276,0.37323,0.13008,2.44496,1.90227,1.26399,0.0010496,0.0010496,0.0010496
50,3290.16,2.23411,1.53878,1.12886,0.60762,0.42731,0.36742,0.12756,2.46523,1.91142,1.25619,0.0010298,0.0010298,0.0010298
51,3355.4,2.21062,1.51788,1.12741,0.61878,0.42813,0.3722,0.12418,2.47268,1.98114,1.26131,0.00101,0.00101,0.00101
52,3420.32,2.21847,1.54633,1.11622,0.6314,0.42045,0.37784,0.128,2.51318,1.90891,1.27609,0.0009902,0.0009902,0.0009902
53,3485.29,2.17231,1.49328,1.1193,0.64098,0.42267,0.37023,0.13133,2.46964,1.87988,1.26925,0.0009704,0.0009704,0.0009704
54,3550.28,2.18662,1.51235,1.10958,0.63333,0.43044,0.37238,0.13014,2.52915,1.88474,1.29814,0.0009506,0.0009506,0.0009506
55,3615.33,2.18127,1.50883,1.11739,0.56412,0.44658,0.36426,0.12795,2.50911,1.91258,1.27436,0.0009308,0.0009308,0.0009308
56,3680.38,2.20029,1.50242,1.11962,0.61005,0.42275,0.35837,0.12576,2.44865,1.93814,1.25363,0.000911,0.000911,0.000911
57,3745.54,2.16811,1.48232,1.10907,0.63754,0.42198,0.37172,0.12831,2.51061,1.87513,1.28012,0.0008912,0.0008912,0.0008912
58,3810.64,2.18385,1.49782,1.10926,0.60599,0.43386,0.37852,0.1293,2.49974,1.87738,1.27252,0.0008714,0.0008714,0.0008714
59,3875.81,2.15509,1.46435,1.10985,0.63415,0.43198,0.38621,0.13224,2.49544,1.83469,1.2721,0.0008516,0.0008516,0.0008516
60,3941.01,2.15146,1.46357,1.09525,0.59646,0.43512,0.38186,0.13052,2.52985,1.84739,1.29029,0.0008318,0.0008318,0.0008318
61,4006.19,2.1521,1.46748,1.10671,0.60868,0.43041,0.37534,0.12719,2.51819,1.85378,1.28185,0.000812,0.000812,0.000812
62,4071.39,2.14818,1.4459,1.10287,0.63343,0.42045,0.37458,0.12762,2.52382,1.82748,1.27834,0.0007922,0.0007922,0.0007922
63,4136.6,2.12246,1.4346,1.09776,0.62416,0.42275,0.37516,0.1302,2.50378,1.88636,1.27489,0.0007724,0.0007724,0.0007724
64,4201.67,2.11531,1.42895,1.09697,0.62527,0.41891,0.37545,0.12729,2.50763,1.91593,1.2757,0.0007526,0.0007526,0.0007526
65,4266.76,2.11073,1.41008,1.10016,0.64045,0.43812,0.37976,0.1285,2.50619,1.92499,1.26556,0.0007328,0.0007328,0.0007328
66,4331.88,2.13577,1.4144,1.10025,0.59978,0.4289,0.37105,0.12429,2.49932,1.88507,1.27534,0.000713,0.000713,0.000713
67,4397.17,2.09274,1.37357,1.08899,0.60877,0.45196,0.3812,0.1308,2.475,1.87497,1.25675,0.0006932,0.0006932,0.0006932
68,4462.3,2.09298,1.39407,1.10079,0.62695,0.43582,0.38766,0.13345,2.47803,1.86962,1.2625,0.0006734,0.0006734,0.0006734
69,4527.46,2.07905,1.38459,1.08991,0.62789,0.4289,0.37558,0.13264,2.47202,1.86469,1.26752,0.0006536,0.0006536,0.0006536
70,4592.53,2.07202,1.3696,1.08482,0.62974,0.45101,0.4011,0.13885,2.45806,1.8233,1.26257,0.0006338,0.0006338,0.0006338
71,4659.22,2.083,1.39754,1.08666,0.63841,0.41891,0.39124,0.13333,2.48124,1.849,1.27379,0.000614,0.000614,0.000614
72,4724.28,2.076,1.38811,1.08825,0.65208,0.43274,0.37837,0.12772,2.47623,1.86919,1.28037,0.0005942,0.0005942,0.0005942
73,4789.5,2.06721,1.38069,1.07492,0.62353,0.44197,0.38244,0.13312,2.48757,1.85592,1.2861,0.0005744,0.0005744,0.0005744
74,4854.65,2.03518,1.35278,1.07494,0.6206,0.44383,0.3795,0.12822,2.47504,1.84542,1.29181,0.0005546,0.0005546,0.0005546
75,4919.72,2.03842,1.34374,1.07686,0.65815,0.43212,0.38255,0.12659,2.46486,1.86388,1.26932,0.0005348,0.0005348,0.0005348
76,4984.86,2.01955,1.31271,1.06768,0.6184,0.43597,0.37564,0.12474,2.49596,1.86689,1.28666,0.000515,0.000515,0.000515
77,5050.09,2.0106,1.33413,1.05972,0.61482,0.44045,0.38713,0.13231,2.47296,1.85963,1.27096,0.0004952,0.0004952,0.0004952
78,5115.36,2.02113,1.34174,1.06917,0.61813,0.43796,0.39652,0.13646,2.45146,1.80884,1.26774,0.0004754,0.0004754,0.0004754
79,5180.34,2.00187,1.30477,1.06712,0.65645,0.43428,0.39092,0.13328,2.47559,1.8396,1.27787,0.0004556,0.0004556,0.0004556
80,5245.4,2.00032,1.33018,1.06186,0.64131,0.4412,0.38341,0.12898,2.48356,1.84138,1.29016,0.0004358,0.0004358,0.0004358
81,5310.38,2.00031,1.32357,1.07295,0.59605,0.44232,0.37939,0.12683,2.49683,1.85257,1.28703,0.000416,0.000416,0.000416
82,5375.5,1.983,1.29053,1.0637,0.60603,0.4233,0.3689,0.12303,2.4988,1.89646,1.28976,0.0003962,0.0003962,0.0003962
83,5440.55,1.9815,1.29166,1.05456,0.6221,0.45196,0.37513,0.12732,2.48084,1.85187,1.28622,0.0003764,0.0003764,0.0003764
84,5505.73,1.9692,1.28586,1.0592,0.60142,0.44427,0.37781,0.12623,2.48119,1.85099,1.28352,0.0003566,0.0003566,0.0003566
85,5570.74,1.97663,1.29653,1.06167,0.58584,0.44735,0.36884,0.1258,2.48528,1.86194,1.29317,0.0003368,0.0003368,0.0003368
86,5635.8,1.9462,1.26973,1.05053,0.60515,0.44504,0.3722,0.12574,2.50617,1.85875,1.30258,0.000317,0.000317,0.000317
87,5700.8,1.95597,1.26655,1.05103,0.60543,0.43966,0.37893,0.12722,2.50348,1.82572,1.30093,0.0002972,0.0002972,0.0002972
88,5765.86,1.94369,1.25183,1.05296,0.60583,0.44735,0.37421,0.12599,2.49862,1.82954,1.29411,0.0002774,0.0002774,0.0002774
89,5830.91,1.93955,1.2679,1.05245,0.5976,0.45042,0.37685,0.12792,2.5122,1.8397,1.30938,0.0002576,0.0002576,0.0002576
90,5895.99,1.95324,1.2682,1.0443,0.59182,0.44504,0.37873,0.12871,2.50714,1.82335,1.30015,0.0002378,0.0002378,0.0002378
91,5962.67,1.95593,1.31837,1.11779,0.60274,0.44427,0.38699,0.13197,2.49129,1.86169,1.30469,0.000218,0.000218,0.000218
92,6028.31,1.89893,1.24723,1.09008,0.61236,0.43966,0.38618,0.12955,2.49559,1.86247,1.30567,0.0001982,0.0001982,0.0001982
93,6093.77,1.88326,1.23248,1.09481,0.59418,0.44812,0.38416,0.1262,2.51233,1.85968,1.31161,0.0001784,0.0001784,0.0001784
94,6159.13,1.87735,1.2251,1.09129,0.59628,0.45183,0.38332,0.12857,2.517,1.85143,1.3128,0.0001586,0.0001586,0.0001586
95,6224.39,1.87251,1.219,1.089,0.58623,0.45119,0.37686,0.12686,2.52214,1.85682,1.3138,0.0001388,0.0001388,0.0001388
96,6289.69,1.87512,1.21752,1.08336,0.60877,0.4412,0.37368,0.12609,2.51798,1.86673,1.30976,0.000119,0.000119,0.000119
97,6354.95,1.85999,1.20637,1.08036,0.59854,0.45196,0.37634,0.12617,2.51004,1.86052,1.30959,9.92e-05,9.92e-05,9.92e-05
98,6420.21,1.8462,1.20037,1.08162,0.59693,0.45273,0.37442,0.12561,2.5137,1.85547,1.31317,7.94e-05,7.94e-05,7.94e-05
99,6485.38,1.85423,1.20468,1.08409,0.58768,0.45503,0.37273,0.12453,2.51234,1.85818,1.31118,5.96e-05,5.96e-05,5.96e-05
100,6550.73,1.83771,1.20242,1.07683,0.57549,0.45427,0.36545,0.12378,2.51091,1.86605,1.31224,3.98e-05,3.98e-05,3.98e-05
