epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
16,2242.88,2.40751,1.70369,1.17871,0.60527,0.38355,0.36037,0.12069,2.5155,2.01129,1.25596,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,2381.35,2.38991,1.70253,1.173,0.61913,0.41199,0.36232,0.1171,2.52624,2.04088,1.26527,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,2519.71,2.36309,1.68596,1.15739,0.59571,0.39696,0.36946,0.12421,2.49932,2.02462,1.26787,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,2658.61,2.37912,1.66418,1.15933,0.65483,0.42198,0.39032,0.12834,2.52371,1.98164,1.27779,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,2798.35,2.34414,1.63025,1.15846,0.69112,0.43341,0.42027,0.13649,2.4974,1.9504,1.26686,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,2938.15,2.31455,1.61941,1.15707,0.65367,0.38893,0.3824,0.12346,2.47587,2.12496,1.26607,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,3076.83,2.31856,1.60427,1.1465,0.64333,0.42621,0.37445,0.11648,2.51753,1.97471,1.27195,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,3215.89,2.3041,1.56576,1.14029,0.66432,0.44494,0.41022,0.13677,2.47836,1.84018,1.2558,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,3355.37,2.309,1.59519,1.14727,0.67156,0.45107,0.41801,0.13798,2.47373,1.85931,1.24725,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,3496.36,2.29554,1.56672,1.13736,0.65377,0.44658,0.40522,0.13541,2.4677,1.86206,1.2582,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3634.73,2.26706,1.53137,1.13266,0.6512,0.45234,0.4202,0.13637,2.49773,1.81028,1.26237,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,3773.2,2.25937,1.51912,1.12844,0.67405,0.44903,0.4217,0.14118,2.45042,1.80878,1.24724,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,3912.62,2.25546,1.52005,1.13149,0.64328,0.44148,0.39535,0.13214,2.49473,1.85552,1.2673,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,4051.21,2.23334,1.48788,1.11834,0.6761,0.4558,0.42854,0.14731,2.47578,1.76591,1.25598,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,4194.14,2.23788,1.49764,1.12616,0.69585,0.4608,0.43043,0.14272,2.49046,1.78406,1.2642,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,4332.93,2.20097,1.46171,1.11863,0.63666,0.46695,0.42688,0.14549,2.42471,1.789,1.25094,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,4471.67,2.20997,1.45064,1.11429,0.65071,0.46656,0.42287,0.13991,2.45181,1.77465,1.25576,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4610.43,2.18077,1.43043,1.10804,0.69112,0.45734,0.43017,0.14279,2.43828,1.75413,1.25583,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,4749.27,2.18201,1.43178,1.11008,0.63911,0.45734,0.39778,0.13244,2.48466,1.7678,1.26021,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,4888.81,2.16869,1.42237,1.10224,0.66437,0.44807,0.42828,0.14447,2.46595,1.74408,1.267,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,5027.82,2.14919,1.40691,1.09785,0.69401,0.44427,0.43692,0.14714,2.46999,1.70252,1.26047,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,5166.65,2.14525,1.39095,1.09586,0.68775,0.45965,0.42751,0.14645,2.49843,1.71733,1.26908,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,5305.45,2.13049,1.3623,1.09078,0.68021,0.48231,0.44859,0.14563,2.48559,1.71681,1.25805,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,5444.33,2.1147,1.37129,1.08627,0.66839,0.46349,0.42254,0.14212,2.47988,1.74163,1.26469,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5583.11,2.10308,1.36123,1.08531,0.66093,0.47421,0.4385,0.14983,2.49322,1.68909,1.27158,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,5723.07,2.0981,1.35754,1.08625,0.67931,0.45265,0.44401,0.14898,2.47951,1.68243,1.26383,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,5862.13,2.08448,1.32787,1.07529,0.67385,0.45736,0.43454,0.14752,2.50403,1.70092,1.28158,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,6004.8,2.07988,1.32306,1.07593,0.69472,0.45042,0.43694,0.14957,2.5003,1.69356,1.27843,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,6143.54,2.0671,1.32229,1.07652,0.6835,0.47041,0.4489,0.15004,2.49571,1.6578,1.27527,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,6283.38,2.05123,1.29659,1.06914,0.64565,0.46118,0.4439,0.15608,2.47688,1.67664,1.26724,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,6423.23,2.04285,1.28361,1.06566,0.63389,0.47246,0.44396,0.15161,2.49818,1.6793,1.27897,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,6561.84,2.0232,1.28107,1.06116,0.65742,0.48086,0.43875,0.15005,2.48846,1.66063,1.27412,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,6700.54,2.02974,1.2713,1.05873,0.66356,0.47463,0.44272,0.15014,2.48479,1.68094,1.26726,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,6839.14,2.00821,1.25832,1.056,0.67362,0.47354,0.44158,0.14984,2.49726,1.64448,1.27198,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,6977.78,1.99087,1.24762,1.04889,0.67311,0.48002,0.45481,0.15415,2.49567,1.6238,1.27382,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,7116.43,1.99074,1.23598,1.04913,0.6456,0.47733,0.43641,0.15159,2.50756,1.63877,1.27666,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,7254.9,1.97213,1.21705,1.04522,0.66852,0.47118,0.4427,0.14904,2.52073,1.6504,1.2864,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,7393.28,1.95411,1.20309,1.0436,0.70599,0.47065,0.44888,0.15249,2.51474,1.6165,1.28763,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,7532.44,1.94955,1.20992,1.03192,0.69189,0.4764,0.44102,0.15085,2.5219,1.61512,1.29798,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,7670.92,1.9303,1.17882,1.02894,0.66354,0.48355,0.44313,0.15176,2.52004,1.63908,1.29624,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,7809.17,1.91453,1.1811,1.02583,0.6941,0.4731,0.44737,0.15272,2.52858,1.62331,1.29862,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,7947.55,1.90248,1.15641,1.02635,0.66122,0.47194,0.44478,0.15,2.53637,1.63339,1.30399,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,8085.81,1.89523,1.15816,1.01685,0.67441,0.48194,0.45376,0.15158,2.53725,1.6316,1.3084,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,8224.07,1.88458,1.14274,1.02084,0.65713,0.48393,0.44162,0.14939,2.53711,1.65231,1.30924,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,8362.4,1.86713,1.13946,1.01037,0.65228,0.47963,0.4326,0.14862,2.54123,1.65748,1.31076,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,8500.6,1.85995,1.13905,1.01315,0.64337,0.49231,0.44299,0.15034,2.54365,1.64323,1.3186,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,8638.98,1.85305,1.11769,1.01039,0.6763,0.48338,0.44442,0.15155,2.55316,1.62633,1.32376,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,8777.34,1.84247,1.11303,1.00712,0.65511,0.48386,0.44436,0.1529,2.544,1.63292,1.31707,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,8915.53,1.83183,1.10919,1.0028,0.67101,0.48424,0.45318,0.15213,2.53751,1.64052,1.31585,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,9053.89,1.80554,1.08238,0.99964,0.69675,0.48741,0.45002,0.15218,2.54504,1.62417,1.32243,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,9192.12,1.78674,1.0751,0.9953,0.69697,0.47656,0.44676,0.1477,2.5515,1.63874,1.32534,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,9331.38,1.7806,1.07361,0.98995,0.69885,0.4658,0.44127,0.14804,2.5563,1.64988,1.32587,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,9469.62,1.76997,1.06958,0.98707,0.69749,0.4731,0.44491,0.14832,2.56194,1.65185,1.32671,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,9607.75,1.75283,1.0525,0.9823,0.68572,0.4804,0.44289,0.14551,2.56304,1.64662,1.32508,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,9746.03,1.73238,1.0464,0.98122,0.687,0.48335,0.44625,0.14787,2.56742,1.6516,1.32718,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,9884.23,1.74076,1.04186,0.97655,0.68667,0.48851,0.44856,0.14753,2.57552,1.65309,1.33137,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,10022.4,1.71578,1.01744,0.975,0.67908,0.49154,0.44534,0.14554,2.57678,1.64558,1.33603,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,10160.7,1.7084,1.02509,0.97264,0.6774,0.48463,0.44062,0.14608,2.58243,1.64669,1.3407,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,10299.1,1.70867,1.01769,0.97125,0.6887,0.48578,0.44531,0.14721,2.58292,1.64142,1.34291,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,10437.5,1.68492,1.00397,0.96577,0.69004,0.48002,0.44455,0.14679,2.57957,1.6336,1.34094,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,10575.9,1.67064,0.99207,0.96143,0.67674,0.48232,0.44116,0.14675,2.58264,1.64063,1.34327,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,10714.4,1.66032,0.98931,0.95808,0.66943,0.48117,0.43682,0.14579,2.5882,1.6473,1.34588,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,10852.8,1.64045,0.97115,0.95115,0.67529,0.48232,0.43881,0.14537,2.59189,1.64284,1.34926,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,10991.3,1.62535,0.964,0.9526,0.68574,0.48137,0.43965,0.14446,2.59303,1.64791,1.3506,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,11129.6,1.61597,0.95872,0.94826,0.6867,0.47925,0.43649,0.14323,2.5957,1.64827,1.35418,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,11268,1.6138,0.95677,0.9508,0.68227,0.48443,0.43659,0.14228,2.59998,1.6542,1.35821,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,11406.4,1.57674,0.93041,0.93995,0.67825,0.48424,0.43369,0.14108,2.60024,1.65758,1.35922,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,11544.7,1.57722,0.93356,0.94044,0.68104,0.48416,0.43484,0.14093,2.60426,1.66049,1.36242,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,11683,1.56573,0.9359,0.93735,0.67856,0.48272,0.43344,0.13993,2.60645,1.66494,1.36593,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,11821.3,1.56175,0.92844,0.9334,0.67534,0.48287,0.4324,0.13948,2.60827,1.66628,1.36796,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,11959.5,1.53026,0.90761,0.92833,0.67621,0.48232,0.43389,0.13973,2.60952,1.67297,1.36989,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,12097.8,1.52738,0.90747,0.92995,0.67908,0.48155,0.43386,0.13921,2.61024,1.6757,1.37211,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,12236.1,1.52683,0.90891,0.927,0.67483,0.4804,0.43101,0.13998,2.61265,1.67703,1.37332,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,12374.5,1.49595,0.90034,0.92357,0.67411,0.47937,0.42947,0.13853,2.61589,1.67953,1.37666,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,12512.8,1.48669,0.89019,0.91802,0.66771,0.48309,0.43069,0.13822,2.61755,1.67996,1.37955,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,12652.7,1.47998,0.88043,0.95297,0.66523,0.48463,0.4317,0.13843,2.6191,1.67308,1.38168,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,12791.1,1.42215,0.83164,0.94081,0.66809,0.48427,0.43075,0.13815,2.61995,1.67317,1.38277,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,12929.7,1.40642,0.82065,0.93486,0.66954,0.48122,0.43058,0.13824,2.62287,1.67492,1.38521,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,13068.3,1.38521,0.80972,0.93154,0.67299,0.47656,0.42784,0.13775,2.62544,1.67836,1.38714,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,13206.9,1.37259,0.7979,0.92799,0.66972,0.47616,0.42665,0.13729,2.62785,1.68009,1.3894,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,13345.5,1.35583,0.80181,0.92555,0.66741,0.47848,0.42521,0.13696,2.63081,1.68224,1.39121,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,13484,1.33842,0.79292,0.92036,0.66584,0.47786,0.42341,0.136,2.63163,1.68465,1.39245,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,13622.6,1.32753,0.78184,0.92089,0.66322,0.47502,0.42209,0.13571,2.6333,1.68595,1.39399,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,13761.3,1.31382,0.77023,0.91445,0.6645,0.47233,0.4205,0.13525,2.63337,1.68819,1.39391,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,13899.8,1.30561,0.77317,0.91371,0.66265,0.47194,0.41771,0.13494,2.63525,1.69068,1.3952,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
