epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,20217.2,2.13857,1.46285,1.09758,0.61092,0.44172,0.37099,0.13214,2.58496,2.14927,1.28652,0.0003764,0.0003764,0.0003764
84,20459.9,2.12767,1.47723,1.08908,0.61376,0.43428,0.37568,0.13206,2.59563,2.16509,1.29405,0.0003566,0.0003566,0.0003566
85,20702.6,2.11898,1.45765,1.09221,0.61394,0.41353,0.36648,0.12668,2.60632,2.18932,1.29443,0.0003368,0.0003368,0.0003368
86,20945.2,2.12205,1.45974,1.09058,0.60086,0.41193,0.36429,0.12613,2.58473,2.18398,1.28709,0.000317,0.000317,0.000317
87,21187.9,2.12432,1.45609,1.08659,0.60172,0.4285,0.36878,0.12945,2.5889,2.1597,1.29101,0.0002972,0.0002972,0.0002972
88,21430.3,2.10451,1.41771,1.09208,0.63286,0.41968,0.37312,0.13074,2.58358,2.17891,1.28536,0.0002774,0.0002774,0.0002774
89,21672.9,2.10136,1.43523,1.08809,0.60509,0.42736,0.36973,0.1296,2.58353,2.18949,1.28692,0.0002576,0.0002576,0.0002576
90,21915.5,2.08749,1.43501,1.08093,0.61163,0.42813,0.36929,0.12708,2.59666,2.18846,1.29268,0.0002378,0.0002378,0.0002378
91,22158.7,2.11689,1.471,1.14391,0.60712,0.42641,0.36669,0.1241,2.61176,2.15926,1.30118,0.000218,0.000218,0.000218
92,22401.3,2.08367,1.44182,1.13249,0.5947,0.4297,0.36504,0.12502,2.61111,2.16581,1.29642,0.0001982,0.0001982,0.0001982
93,22644,2.06936,1.44968,1.1353,0.60141,0.4166,0.35851,0.12423,2.61893,2.1878,1.30094,0.0001784,0.0001784,0.0001784
94,22886.9,2.0638,1.42234,1.12256,0.57872,0.41891,0.3491,0.12008,2.6161,2.20154,1.29442,0.0001586,0.0001586,0.0001586
95,23129.6,2.05371,1.43181,1.126,0.59413,0.40661,0.35031,0.12088,2.6124,2.23062,1.29289,0.0001388,0.0001388,0.0001388
96,23372.2,2.04562,1.41066,1.11802,0.60273,0.40046,0.35069,0.12131,2.61575,2.22308,1.29444,0.000119,0.000119,0.000119
97,23614.8,2.04939,1.41696,1.12195,0.59271,0.41164,0.35475,0.12247,2.5985,2.20009,1.29089,9.92e-05,9.92e-05,9.92e-05
98,23857.5,2.04373,1.417,1.12165,0.58983,0.41583,0.35848,0.12331,2.59822,2.1877,1.28909,7.94e-05,7.94e-05,7.94e-05
99,24100.1,2.03076,1.38741,1.11762,0.59124,0.41276,0.35774,0.12335,2.59896,2.19572,1.28804,5.96e-05,5.96e-05,5.96e-05
100,24342.7,2.02378,1.39621,1.11858,0.58999,0.4166,0.35681,0.124,2.59965,2.18879,1.28827,3.98e-05,3.98e-05,3.98e-05
