epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,3159.65,2.42107,1.83058,1.18673,0.59004,0.38278,0.3609,0.12742,2.60645,2.31972,1.30948,0.0014258,0.0014258,0.0014258
31,3265.18,2.42423,1.82928,1.18601,0.60635,0.37894,0.34576,0.11872,2.64519,2.27817,1.32598,0.001406,0.001406,0.001406
32,3370.41,2.40324,1.79927,1.17616,0.65521,0.38586,0.36559,0.12838,2.59446,2.29898,1.3051,0.0013862,0.0013862,0.0013862
33,3475.94,2.40881,1.82347,1.17571,0.60944,0.39941,0.36658,0.12471,2.60482,2.3323,1.29225,0.0013664,0.0013664,0.0013664
34,3581.19,2.3964,1.78953,1.17444,0.66615,0.39124,0.37909,0.12944,2.58279,2.27519,1.30369,0.0013466,0.0013466,0.0013466
35,3686.63,2.38949,1.78017,1.15947,0.59394,0.39816,0.36222,0.12532,2.58657,2.19527,1.28745,0.0013268,0.0013268,0.0013268
36,3791.92,2.39698,1.77495,1.16998,0.60363,0.39585,0.36323,0.12765,2.58878,2.27297,1.30329,0.001307,0.001307,0.001307
37,3897.3,2.37527,1.75768,1.16856,0.67236,0.40277,0.38089,0.13089,2.61267,2.21694,1.31369,0.0012872,0.0012872,0.0012872
38,4002.78,2.36721,1.76892,1.16921,0.59079,0.38893,0.35356,0.12624,2.57915,2.31098,1.30387,0.0012674,0.0012674,0.0012674
39,4107.98,2.34573,1.71952,1.15685,0.58786,0.37433,0.35346,0.12094,2.62318,2.29905,1.31002,0.0012476,0.0012476,0.0012476
40,4213.34,2.36908,1.75613,1.15639,0.63201,0.38048,0.3662,0.12608,2.60428,2.2665,1.31305,0.0012278,0.0012278,0.0012278
41,4318.57,2.33867,1.71935,1.15502,0.62282,0.38663,0.36541,0.12563,2.63972,2.19956,1.31925,0.001208,0.001208,0.001208
42,4423.82,2.33325,1.70727,1.15746,0.5833,0.38509,0.36405,0.13124,2.62195,2.21066,1.31071,0.0011882,0.0011882,0.0011882
43,4529.31,2.31848,1.69352,1.15667,0.65504,0.36636,0.35994,0.12497,2.6001,2.22522,1.2982,0.0011684,0.0011684,0.0011684
44,4634.55,2.35597,1.73654,1.14818,0.63278,0.39469,0.3741,0.12724,2.61941,2.2575,1.31285,0.0011486,0.0011486,0.0011486
45,4740.03,2.33232,1.68799,1.15422,0.61375,0.40277,0.36938,0.12825,2.60357,2.25649,1.30183,0.0011288,0.0011288,0.0011288
46,4845.28,2.3274,1.69573,1.14688,0.64224,0.39739,0.37062,0.13177,2.55205,2.22072,1.28952,0.001109,0.001109,0.001109
47,4950.35,2.32333,1.70654,1.15415,0.67647,0.39969,0.36743,0.1338,2.52611,2.19295,1.27891,0.0010892,0.0010892,0.0010892
48,5055.67,2.31724,1.67572,1.1567,0.61822,0.40661,0.37631,0.1367,2.53849,2.13163,1.28565,0.0010694,0.0010694,0.0010694
49,5161.03,2.31554,1.66297,1.1493,0.62907,0.3897,0.35585,0.12358,2.60959,2.23462,1.30731,0.0010496,0.0010496,0.0010496
50,5266.17,2.30725,1.68154,1.14669,0.64435,0.40968,0.38374,0.13424,2.58926,2.16805,1.29839,0.0010298,0.0010298,0.0010298
51,5371.37,2.31328,1.64867,1.13518,0.6509,0.40558,0.37139,0.1304,2.57871,2.196,1.29144,0.00101,0.00101,0.00101
52,5476.76,2.29878,1.66445,1.14085,0.61452,0.40682,0.38462,0.13439,2.57427,2.16567,1.29131,0.0009902,0.0009902,0.0009902
53,5582.13,2.29876,1.65816,1.13537,0.59557,0.41507,0.36339,0.12428,2.60254,2.20173,1.29437,0.0009704,0.0009704,0.0009704
54,5687.39,2.28428,1.63105,1.13662,0.63176,0.39969,0.36742,0.12536,2.60221,2.19533,1.29149,0.0009506,0.0009506,0.0009506
55,5792.54,2.27854,1.62186,1.13831,0.62041,0.4043,0.35903,0.12392,2.61206,2.16711,1.3103,0.0009308,0.0009308,0.0009308
56,5897.82,2.26279,1.63121,1.13561,0.6055,0.4143,0.38436,0.13482,2.56323,2.10538,1.28461,0.000911,0.000911,0.000911
57,6002.73,2.27632,1.63576,1.12983,0.63158,0.39816,0.36725,0.12731,2.57247,2.13207,1.29414,0.0008912,0.0008912,0.0008912
58,6107.84,2.27287,1.63778,1.1402,0.59769,0.41045,0.37266,0.13037,2.55949,2.16451,1.2886,0.0008714,0.0008714,0.0008714
59,6213.03,2.25024,1.60608,1.1279,0.62661,0.39816,0.37327,0.1304,2.6089,2.16511,1.30508,0.0008516,0.0008516,0.0008516
60,6318.05,2.27181,1.63151,1.13283,0.61661,0.40584,0.37595,0.12924,2.59634,2.18671,1.29373,0.0008318,0.0008318,0.0008318
61,6423.11,2.2494,1.59127,1.12714,0.6207,0.41583,0.38233,0.12826,2.61347,2.18663,1.29649,0.000812,0.000812,0.000812
62,6528.16,2.23032,1.56898,1.12668,0.61332,0.41451,0.37642,0.13233,2.5933,2.11156,1.29713,0.0007922,0.0007922,0.0007922
63,6632.9,2.25097,1.6012,1.121,0.61061,0.4143,0.36896,0.12682,2.62252,2.14728,1.30799,0.0007724,0.0007724,0.0007724
64,6737.83,2.22381,1.57009,1.11944,0.62094,0.40661,0.37121,0.1277,2.59939,2.1424,1.29886,0.0007526,0.0007526,0.0007526
65,6842.89,2.23943,1.56651,1.13163,0.63935,0.41122,0.3757,0.12874,2.60363,2.17207,1.30159,0.0007328,0.0007328,0.0007328
66,6947.99,2.23459,1.58604,1.12157,0.64148,0.41045,0.37813,0.13147,2.59122,2.12861,1.29388,0.000713,0.000713,0.000713
67,7053.2,2.21224,1.55271,1.11702,0.62959,0.42121,0.37457,0.13003,2.60504,2.13339,1.31046,0.0006932,0.0006932,0.0006932
68,7158.46,2.21135,1.55744,1.12474,0.65311,0.40584,0.36776,0.13003,2.59935,2.13157,1.30332,0.0006734,0.0006734,0.0006734
69,7263.62,2.21276,1.558,1.12113,0.64024,0.40738,0.38275,0.13167,2.59233,2.12608,1.30455,0.0006536,0.0006536,0.0006536
70,7368.48,2.22982,1.55258,1.12466,0.62936,0.41199,0.38028,0.13342,2.58716,2.08575,1.30269,0.0006338,0.0006338,0.0006338
71,7473.51,2.20759,1.52958,1.10969,0.65298,0.42198,0.38926,0.13478,2.5898,2.09241,1.29333,0.000614,0.000614,0.000614
72,7578.08,2.19642,1.53518,1.12042,0.65538,0.39892,0.37509,0.1301,2.60955,2.09624,1.30791,0.0005942,0.0005942,0.0005942
73,7683.22,2.18933,1.52025,1.10983,0.62718,0.41118,0.3801,0.13212,2.58271,2.09412,1.29679,0.0005744,0.0005744,0.0005744
74,7788.39,2.18992,1.53769,1.11403,0.60746,0.42198,0.3802,0.13227,2.58365,2.09062,1.29731,0.0005546,0.0005546,0.0005546
75,7893.69,2.1773,1.50539,1.10702,0.65233,0.42256,0.38683,0.13188,2.58916,2.07316,1.29997,0.0005348,0.0005348,0.0005348
76,7998.78,2.20174,1.52453,1.1091,0.64349,0.42275,0.38455,0.13199,2.56939,2.10117,1.29015,0.000515,0.000515,0.000515
77,8104.87,2.1804,1.50982,1.10542,0.63932,0.41814,0.38233,0.13141,2.58461,2.09753,1.29214,0.0004952,0.0004952,0.0004952
78,8210.93,2.18063,1.49775,1.11312,0.64461,0.42429,0.38515,0.1312,2.58125,2.10165,1.29105,0.0004754,0.0004754,0.0004754
79,8316.15,2.16639,1.50532,1.10787,0.64616,0.40144,0.38168,0.13073,2.57397,2.11959,1.28813,0.0004556,0.0004556,0.0004556
80,8421.72,2.16184,1.5068,1.09963,0.61769,0.41975,0.38626,0.13149,2.5832,2.11513,1.29508,0.0004358,0.0004358,0.0004358
81,8526.95,2.16024,1.50113,1.10476,0.63709,0.42429,0.39267,0.13436,2.5646,2.08682,1.28461,0.000416,0.000416,0.000416
82,8632.22,2.14632,1.48419,1.09852,0.6237,0.41737,0.38269,0.13208,2.57753,2.137,1.28833,0.0003962,0.0003962,0.0003962
83,8737.37,2.13965,1.48669,1.0951,0.61617,0.41507,0.3781,0.12974,2.57258,2.1242,1.2904,0.0003764,0.0003764,0.0003764
84,8842.57,2.13727,1.48073,1.09632,0.61447,0.41737,0.37529,0.13136,2.58397,2.11235,1.29437,0.0003566,0.0003566,0.0003566
85,8948.01,2.15682,1.49545,1.1005,0.61557,0.42506,0.38365,0.13263,2.5775,2.11761,1.29478,0.0003368,0.0003368,0.0003368
86,9053.23,2.14843,1.475,1.1009,0.61479,0.4166,0.38111,0.13096,2.58916,2.0713,1.30205,0.000317,0.000317,0.000317
87,9158.22,2.11694,1.42843,1.0894,0.63303,0.41891,0.38408,0.13192,2.58879,2.07172,1.30098,0.0002972,0.0002972,0.0002972
88,9263.19,2.1104,1.43746,1.08993,0.60736,0.42209,0.38554,0.1321,2.5795,2.07403,1.28916,0.0002774,0.0002774,0.0002774
89,9368.36,2.10189,1.45947,1.09177,0.60528,0.41254,0.37979,0.12989,2.57272,2.08676,1.28866,0.0002576,0.0002576,0.0002576
90,9473.57,2.10423,1.44874,1.09101,0.61541,0.41204,0.38141,0.12995,2.57371,2.08662,1.29691,0.0002378,0.0002378,0.0002378
91,9580.11,2.10596,1.46417,1.14724,0.62694,0.41045,0.37262,0.1296,2.58561,2.12659,1.30272,0.000218,0.000218,0.000218
92,9685.38,2.07804,1.43461,1.14122,0.60896,0.42014,0.37371,0.12803,2.59108,2.15702,1.29748,0.0001982,0.0001982,0.0001982
93,9790.36,2.06609,1.42663,1.14122,0.62243,0.40815,0.3736,0.12743,2.60077,2.16971,1.30192,0.0001784,0.0001784,0.0001784
94,9895.49,2.05703,1.42038,1.13101,0.60509,0.41276,0.37102,0.1248,2.60668,2.18163,1.30889,0.0001586,0.0001586,0.0001586
95,10000.7,2.0626,1.41484,1.13479,0.60147,0.41891,0.37337,0.12526,2.60524,2.168,1.3051,0.0001388,0.0001388,0.0001388
96,10105.6,2.04154,1.41182,1.12469,0.62275,0.41122,0.37542,0.12487,2.61052,2.17345,1.30694,0.000119,0.000119,0.000119
97,10210.7,2.05242,1.41079,1.13245,0.62745,0.41166,0.37573,0.12518,2.60938,2.16045,1.30605,9.92e-05,9.92e-05,9.92e-05
98,10315.9,2.04533,1.40305,1.12834,0.62121,0.41122,0.37339,0.12583,2.60747,2.1533,1.30455,7.94e-05,7.94e-05,7.94e-05
99,10421.1,2.04872,1.41253,1.13104,0.61145,0.41246,0.3743,0.12571,2.6011,2.16288,1.30174,5.96e-05,5.96e-05,5.96e-05
100,10526.4,2.02803,1.39272,1.12255,0.61313,0.41199,0.3739,0.12714,2.59767,2.17145,1.29995,3.98e-05,3.98e-05,3.98e-05
