epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,5223.03,2.23579,1.5412,1.12705,0.66761,0.42429,0.39274,0.13128,2.52629,1.92855,1.26307,0.0008318,0.0008318,0.0008318
61,5309.13,2.22458,1.51136,1.12158,0.66122,0.41405,0.40101,0.13516,2.54654,1.98366,1.26733,0.000812,0.000812,0.000812
62,5395.31,2.21528,1.5303,1.12931,0.62312,0.41276,0.3889,0.13367,2.54834,1.98763,1.27583,0.0007922,0.0007922,0.0007922
63,5481.55,2.21708,1.51074,1.12372,0.67255,0.41045,0.38395,0.13221,2.55404,1.95433,1.2811,0.0007724,0.0007724,0.0007724
64,5567.73,2.20353,1.51481,1.11495,0.62966,0.41968,0.37358,0.12939,2.55768,1.98869,1.28147,0.0007526,0.0007526,0.0007526
65,5653.85,2.18849,1.49333,1.11358,0.63111,0.42813,0.39304,0.13207,2.55315,2.01314,1.27829,0.0007328,0.0007328,0.0007328
66,5739.96,2.18862,1.46104,1.1206,0.64321,0.4143,0.3935,0.13153,2.56158,1.94324,1.27679,0.000713,0.000713,0.000713
67,5826.26,2.17384,1.47369,1.11187,0.65939,0.42707,0.4045,0.1367,2.56297,1.95026,1.27918,0.0006932,0.0006932,0.0006932
68,5912.55,2.16327,1.49548,1.11854,0.66346,0.40584,0.39004,0.12908,2.55219,1.97921,1.27936,0.0006734,0.0006734,0.0006734
69,5998.73,2.15585,1.4496,1.10684,0.66013,0.43505,0.39851,0.13349,2.53944,1.9481,1.27698,0.0006536,0.0006536,0.0006536
70,6084.85,2.14175,1.42808,1.09961,0.66491,0.42506,0.39791,0.13263,2.54708,1.85205,1.27853,0.0006338,0.0006338,0.0006338
71,6171.1,2.16596,1.45403,1.11089,0.64395,0.43812,0.40493,0.13581,2.54531,1.93621,1.2779,0.000614,0.000614,0.000614
72,6257.22,2.14423,1.45489,1.1033,0.64141,0.44197,0.39826,0.13432,2.54116,1.92291,1.27899,0.0005942,0.0005942,0.0005942
73,6343.24,2.13682,1.4323,1.09926,0.66082,0.43198,0.39056,0.12975,2.56569,1.95992,1.28831,0.0005744,0.0005744,0.0005744
74,6429.34,2.12683,1.42541,1.09871,0.65078,0.43258,0.39297,0.13142,2.55819,1.91905,1.28843,0.0005546,0.0005546,0.0005546
75,6515.52,2.11712,1.41351,1.09703,0.66226,0.42506,0.40079,0.13376,2.56844,1.95331,1.28881,0.0005348,0.0005348,0.0005348
76,6601.65,2.13995,1.4287,1.09224,0.66652,0.42401,0.39706,0.13174,2.53989,1.9327,1.28405,0.000515,0.000515,0.000515
77,6687.72,2.10391,1.41732,1.09057,0.62686,0.42045,0.38976,0.12548,2.57104,1.95076,1.29181,0.0004952,0.0004952,0.0004952
78,6773.78,2.11735,1.41286,1.09631,0.64441,0.42275,0.39744,0.13612,2.51681,1.94179,1.26328,0.0004754,0.0004754,0.0004754
79,6859.96,2.11612,1.40024,1.0915,0.64885,0.41891,0.39249,0.13167,2.54524,2.0188,1.27711,0.0004556,0.0004556,0.0004556
80,6946.07,2.09463,1.39308,1.09253,0.64244,0.4166,0.39029,0.12799,2.56712,1.97151,1.28476,0.0004358,0.0004358,0.0004358
81,7032.11,2.08956,1.37655,1.0933,0.66888,0.41891,0.39654,0.13175,2.54993,1.92944,1.27926,0.000416,0.000416,0.000416
82,7118.17,2.07662,1.35703,1.08878,0.65949,0.43121,0.40374,0.13258,2.5473,1.95372,1.27806,0.0003962,0.0003962,0.0003962
83,7204.23,2.08479,1.37648,1.07989,0.63738,0.43812,0.39804,0.13168,2.55444,1.91661,1.2745,0.0003764,0.0003764,0.0003764
84,7290.31,2.07275,1.36748,1.07735,0.66682,0.4215,0.39401,0.12993,2.56292,1.92569,1.28937,0.0003566,0.0003566,0.0003566
85,7376.25,2.04728,1.34092,1.08306,0.66888,0.42388,0.39348,0.13241,2.56227,1.86795,1.2948,0.0003368,0.0003368,0.0003368
86,7462.27,2.04381,1.34114,1.07234,0.6335,0.42659,0.39379,0.12885,2.57928,1.89367,1.30702,0.000317,0.000317,0.000317
87,7548.35,2.05704,1.33738,1.07686,0.63588,0.41344,0.38538,0.12802,2.58141,1.96232,1.30705,0.0002972,0.0002972,0.0002972
88,7634.46,2.05067,1.33093,1.07577,0.62103,0.42813,0.38673,0.12709,2.56139,1.95173,1.29372,0.0002774,0.0002774,0.0002774
89,7720.45,2.03504,1.33272,1.07812,0.61652,0.42429,0.38671,0.12535,2.57262,1.9395,1.29588,0.0002576,0.0002576,0.0002576
90,7806.48,2.01971,1.31143,1.07357,0.64426,0.42045,0.3885,0.12823,2.56216,1.93423,1.29799,0.0002378,0.0002378,0.0002378
91,7893.72,2.04942,1.37436,1.13958,0.63925,0.42496,0.38233,0.12627,2.58727,1.9663,1.30205,0.000218,0.000218,0.000218
92,7980.26,2.00834,1.3316,1.12452,0.64068,0.42352,0.38163,0.12761,2.58045,2.00395,1.29312,0.0001982,0.0001982,0.0001982
93,8066.49,1.99739,1.30579,1.1239,0.63578,0.4307,0.3925,0.13104,2.56002,1.9763,1.28732,0.0001784,0.0001784,0.0001784
94,8152.78,1.97953,1.29264,1.1165,0.63995,0.42736,0.39008,0.12988,2.55901,1.9634,1.28753,0.0001586,0.0001586,0.0001586
95,8238.99,1.96948,1.283,1.11042,0.62407,0.41981,0.38565,0.1288,2.56931,1.97842,1.29362,0.0001388,0.0001388,0.0001388
96,8325.41,1.96829,1.28171,1.11866,0.60217,0.43121,0.39016,0.12894,2.57502,1.96968,1.29683,0.000119,0.000119,0.000119
97,8411.65,1.95833,1.27801,1.1103,0.63128,0.42275,0.38911,0.12918,2.5674,1.95775,1.29246,9.92e-05,9.92e-05,9.92e-05
98,8497.98,1.95282,1.26729,1.10723,0.6193,0.42638,0.38594,0.12829,2.57452,1.97312,1.29609,7.94e-05,7.94e-05,7.94e-05
99,8584.16,1.95061,1.26515,1.11464,0.61725,0.42429,0.38657,0.12873,2.57818,1.97407,1.29814,5.96e-05,5.96e-05,5.96e-05
100,8670.42,1.92735,1.25528,1.09866,0.62403,0.43582,0.38789,0.1282,2.58219,1.96927,1.30192,3.98e-05,3.98e-05,3.98e-05
