epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,33527.6,2.55097,2.02699,1.20178,0.6007,0.3751,0.35508,0.12083,2.58103,2.46562,1.2716,0.0011882,0.0011882,0.0011882
43,34326.8,2.53183,2.01115,1.19546,0.5842,0.3751,0.3352,0.11385,2.62693,2.48781,1.29074,0.0011684,0.0011684,0.0011684
44,35123.8,2.52633,2.00887,1.19315,0.61021,0.37182,0.35128,0.12222,2.6286,2.51606,1.29438,0.0011486,0.0011486,0.0011486
45,35922.6,2.5151,2.00521,1.17986,0.61324,0.36972,0.34742,0.11739,2.64354,2.50127,1.27553,0.0011288,0.0011288,0.0011288
46,36719.7,2.50239,1.97742,1.18922,0.61594,0.39277,0.35771,0.1208,2.62187,2.58226,1.28675,0.001109,0.001109,0.001109
47,37516.9,2.49302,1.96629,1.18241,0.61159,0.37202,0.33662,0.11234,2.64187,2.49296,1.28117,0.0010892,0.0010892,0.0010892
48,38314,2.50726,1.98918,1.18886,0.61918,0.38201,0.36105,0.12425,2.57867,2.4972,1.27114,0.0010694,0.0010694,0.0010694
49,39113.2,2.47226,1.95504,1.17602,0.64371,0.38048,0.35885,0.11816,2.62318,2.5228,1.27227,0.0010496,0.0010496,0.0010496
50,39910.7,2.47387,1.94446,1.18452,0.62364,0.37318,0.339,0.11257,2.64126,2.48752,1.28687,0.0010298,0.0010298,0.0010298
51,40708.3,2.48271,1.94944,1.17888,0.65077,0.38432,0.36061,0.12103,2.64853,2.45371,1.28746,0.00101,0.00101,0.00101
52,41505.9,2.46144,1.91996,1.16422,0.63445,0.37202,0.36454,0.12392,2.62029,2.44639,1.27442,0.0009902,0.0009902,0.0009902
53,42303.5,2.47376,1.93053,1.18505,0.62018,0.37048,0.34698,0.1187,2.58682,2.50611,1.26285,0.0009704,0.0009704,0.0009704
54,43101.3,2.48661,1.89854,1.17857,0.64687,0.38509,0.36558,0.1268,2.57786,2.44206,1.2783,0.0009506,0.0009506,0.0009506
55,43900.6,2.43482,1.86902,1.16374,0.60315,0.39431,0.35894,0.12221,2.60617,2.49657,1.28515,0.0009308,0.0009308,0.0009308
56,44698.1,2.43998,1.87874,1.16717,0.64705,0.39816,0.37115,0.12697,2.58978,2.4479,1.27903,0.000911,0.000911,0.000911
57,45497.5,2.47461,1.91589,1.16695,0.6576,0.40738,0.38339,0.13461,2.54344,2.38615,1.26293,0.0008912,0.0008912,0.0008912
58,46296.9,2.44026,1.88925,1.16638,0.679,0.4043,0.37679,0.12901,2.55087,2.42661,1.26034,0.0008714,0.0008714,0.0008714
59,47094,2.44403,1.87154,1.17276,0.62153,0.39004,0.35839,0.12541,2.59438,2.40737,1.27386,0.0008516,0.0008516,0.0008516
60,47891.4,2.43639,1.87982,1.16929,0.6187,0.39739,0.35993,0.12178,2.58767,2.41075,1.2598,0.0008318,0.0008318,0.0008318
