epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,940.228,2.27257,1.60132,1.14666,0.67034,0.38278,0.38425,0.12473,2.58876,2.18786,1.28866,0.0011684,0.0011684,0.0011684
44,961.391,2.2883,1.62163,1.13304,0.72116,0.39585,0.39059,0.13327,2.57605,2.13397,1.28195,0.0011486,0.0011486,0.0011486
45,982.712,2.24079,1.58239,1.13795,0.65531,0.39124,0.36481,0.12674,2.59796,2.15423,1.29867,0.0011288,0.0011288,0.0011288
46,1004.29,2.275,1.60477,1.13911,0.5755,0.40815,0.35854,0.12177,2.60028,2.1986,1.29417,0.001109,0.001109,0.001109
47,1025.55,2.25405,1.59357,1.14211,0.63797,0.40354,0.36454,0.12488,2.57072,2.13003,1.28468,0.0010892,0.0010892,0.0010892
48,1046.95,2.26331,1.57825,1.14081,0.6417,0.40197,0.36495,0.12916,2.53193,2.04048,1.28802,0.0010694,0.0010694,0.0010694
49,1068.17,2.22937,1.55324,1.13581,0.61254,0.40277,0.36679,0.12499,2.59021,2.10528,1.29021,0.0010496,0.0010496,0.0010496
50,1089.4,2.23226,1.57078,1.12744,0.62979,0.41737,0.37696,0.12934,2.5721,2.20146,1.28731,0.0010298,0.0010298,0.0010298
51,1110.53,2.23651,1.57479,1.12461,0.62522,0.40135,0.37693,0.12846,2.57106,2.08337,1.29641,0.00101,0.00101,0.00101
52,1131.61,2.22691,1.52893,1.12524,0.61986,0.4324,0.38005,0.12706,2.5594,2.07167,1.28878,0.0009902,0.0009902,0.0009902
53,1152.56,2.24297,1.55838,1.11399,0.66903,0.4166,0.38879,0.13059,2.59244,2.11879,1.29212,0.0009704,0.0009704,0.0009704
54,1173.55,2.2044,1.52589,1.12025,0.65839,0.40145,0.39624,0.1345,2.53999,2.11776,1.28323,0.0009506,0.0009506,0.0009506
55,1194.75,2.22018,1.54293,1.12515,0.60614,0.40354,0.36194,0.1211,2.61732,2.13564,1.31461,0.0009308,0.0009308,0.0009308
56,1216.03,2.22018,1.52942,1.12637,0.63957,0.39277,0.38719,0.12946,2.59808,2.05029,1.29654,0.000911,0.000911,0.000911
57,1237.14,2.20652,1.52201,1.12033,0.64343,0.40084,0.38375,0.12608,2.63067,2.13964,1.29572,0.0008912,0.0008912,0.0008912
58,1258.35,2.19362,1.52475,1.12422,0.65748,0.40507,0.38191,0.13673,2.56017,2.08232,1.2815,0.0008714,0.0008714,0.0008714
59,1279.63,2.18507,1.50068,1.10922,0.62678,0.41049,0.37984,0.13494,2.58013,2.09409,1.29039,0.0008516,0.0008516,0.0008516
60,1300.74,2.17767,1.52732,1.10991,0.63987,0.40815,0.37974,0.12947,2.59114,2.05393,1.30332,0.0008318,0.0008318,0.0008318
61,1321.76,2.18012,1.4935,1.10694,0.68568,0.41737,0.39671,0.13479,2.59345,2.03423,1.28749,0.000812,0.000812,0.000812
62,1342.91,2.16799,1.48901,1.10841,0.62939,0.39969,0.36863,0.12675,2.61125,2.03325,1.29803,0.0007922,0.0007922,0.0007922
63,1364.02,2.15771,1.48272,1.10373,0.59891,0.42429,0.38468,0.12615,2.58415,2.08811,1.29121,0.0007724,0.0007724,0.0007724
64,1385.08,2.16474,1.47302,1.10307,0.69021,0.41786,0.39128,0.13648,2.56541,2.05901,1.28952,0.0007526,0.0007526,0.0007526
65,1406.2,2.15463,1.49499,1.10653,0.65329,0.39431,0.38741,0.13054,2.58732,2.08457,1.29659,0.0007328,0.0007328,0.0007328
66,1427.38,2.1406,1.45155,1.10603,0.60979,0.42045,0.38071,0.12643,2.60062,2.02481,1.29985,0.000713,0.000713,0.000713
67,1448.52,2.12947,1.45959,1.09353,0.61695,0.43044,0.38222,0.12913,2.56262,2.00252,1.30212,0.0006932,0.0006932,0.0006932
68,1469.64,2.12407,1.43546,1.10144,0.59773,0.38946,0.35797,0.12032,2.64503,2.16259,1.31958,0.0006734,0.0006734,0.0006734
69,1490.73,2.12075,1.44081,1.10072,0.62561,0.41101,0.37655,0.12924,2.57748,2.04169,1.30147,0.0006536,0.0006536,0.0006536
70,1511.78,2.10941,1.42308,1.0946,0.55382,0.41814,0.36421,0.12873,2.54426,2.08814,1.27119,0.0006338,0.0006338,0.0006338
71,1532.82,2.11938,1.4402,1.09402,0.59624,0.4043,0.35868,0.12324,2.63862,2.05335,1.31562,0.000614,0.000614,0.000614
72,1553.83,2.10665,1.42687,1.09512,0.66452,0.43121,0.39048,0.13687,2.55249,1.99041,1.2861,0.0005942,0.0005942,0.0005942
73,1575.09,2.11164,1.43605,1.0889,0.65351,0.41122,0.38525,0.12827,2.61628,2.04674,1.31291,0.0005744,0.0005744,0.0005744
