epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,12183.7,2.108,1.40378,1.08435,0.60166,0.41353,0.37758,0.12663,2.59941,2.20656,1.31148,0.0003764,0.0003764,0.0003764
84,12329.3,2.09782,1.3933,1.08372,0.60205,0.40932,0.37492,0.12581,2.63094,2.21062,1.32273,0.0003566,0.0003566,0.0003566
85,12475.1,2.10105,1.3999,1.08996,0.59183,0.40122,0.36678,0.12378,2.64525,2.23864,1.32263,0.0003368,0.0003368,0.0003368
86,12620.7,2.08614,1.38559,1.08541,0.59537,0.41055,0.37643,0.12502,2.63616,2.19151,1.32469,0.000317,0.000317,0.000317
87,12766.4,2.06564,1.3462,1.07423,0.57647,0.42275,0.37129,0.12499,2.63445,2.19731,1.32659,0.0002972,0.0002972,0.0002972
88,12912.5,2.05514,1.35825,1.0722,0.59879,0.421,0.37893,0.12815,2.61457,2.18786,1.32051,0.0002774,0.0002774,0.0002774
89,13058.1,2.03597,1.36975,1.07622,0.59358,0.40738,0.37287,0.12606,2.6215,2.21858,1.31901,0.0002576,0.0002576,0.0002576
90,13203.8,2.04568,1.35264,1.07808,0.58119,0.41353,0.37532,0.12549,2.63202,2.2144,1.32556,0.0002378,0.0002378,0.0002378
91,13350.8,2.08372,1.40134,1.14366,0.58383,0.41276,0.37102,0.12155,2.65873,2.22561,1.32683,0.000218,0.000218,0.000218
92,13496.9,2.03629,1.35216,1.1276,0.5794,0.42036,0.36905,0.12107,2.6503,2.24246,1.32845,0.0001982,0.0001982,0.0001982
93,13643,2.01765,1.35426,1.12772,0.57099,0.42046,0.37348,0.12295,2.63266,2.21348,1.3265,0.0001784,0.0001784,0.0001784
94,13789.5,1.99982,1.33624,1.11665,0.57121,0.42352,0.37707,0.12411,2.63733,2.20199,1.32698,0.0001586,0.0001586,0.0001586
95,13935.8,2.00636,1.32099,1.11898,0.56688,0.41814,0.37173,0.12481,2.63279,2.23485,1.32449,0.0001388,0.0001388,0.0001388
96,14081.9,1.99778,1.32789,1.11461,0.56193,0.41814,0.3709,0.12263,2.64081,2.26831,1.3251,0.000119,0.000119,0.000119
97,14228.6,1.98028,1.30944,1.11261,0.58093,0.41662,0.37548,0.12407,2.64378,2.2397,1.32752,9.92e-05,9.92e-05,9.92e-05
98,14374.9,1.98579,1.31547,1.10913,0.57392,0.41353,0.37311,0.12275,2.64685,2.26316,1.33162,7.94e-05,7.94e-05,7.94e-05
99,14521.3,1.97597,1.30536,1.11158,0.56321,0.42198,0.37601,0.12473,2.64344,2.26995,1.33197,5.96e-05,5.96e-05,5.96e-05
100,14668.2,1.97983,1.28609,1.11043,0.55655,0.41737,0.3718,0.12247,2.64599,2.282,1.33249,3.98e-05,3.98e-05,3.98e-05
