epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
63,20403.4,1.86982,1.13475,1.01183,0.68751,0.48196,0.43697,0.14977,2.58988,1.9522,1.30606,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,20725.3,1.85443,1.12154,1.00613,0.69528,0.48386,0.43958,0.15106,2.58604,1.93972,1.30638,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,21047,1.83636,1.12022,1.00136,0.67092,0.47925,0.43106,0.14949,2.5873,1.9235,1.30752,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,21368.3,1.81445,1.11162,0.99997,0.65332,0.48194,0.43392,0.15054,2.59033,1.92277,1.30899,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,21689.8,1.81438,1.10425,0.99971,0.68,0.48232,0.43246,0.15092,2.57146,1.90186,1.30142,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,22011.6,1.78622,1.06872,0.99265,0.67818,0.48424,0.42955,0.14897,2.57135,1.91242,1.30259,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,22332.8,1.78389,1.06644,0.99228,0.67752,0.48501,0.43355,0.14975,2.57029,1.90489,1.30216,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,22654.2,1.75913,1.05674,0.98567,0.67513,0.49193,0.44208,0.15074,2.60212,1.91674,1.31716,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,22975.9,1.76979,1.05898,0.98175,0.67463,0.48578,0.43839,0.1494,2.60309,1.91081,1.31756,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,23298.3,1.75548,1.04896,0.98206,0.67909,0.48232,0.43513,0.14747,2.60719,1.92357,1.31885,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,23620.9,1.70916,1.03334,0.97383,0.68747,0.47595,0.43378,0.14821,2.60978,1.92853,1.32223,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,23943.2,1.71839,1.02107,0.97108,0.67411,0.4854,0.43173,0.14651,2.61556,1.9342,1.3269,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,24265.5,1.70375,1.01526,0.96969,0.67951,0.48076,0.43196,0.14655,2.61961,1.9459,1.32801,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,24587.7,1.6851,0.99399,0.96173,0.68422,0.47502,0.43375,0.14661,2.62452,1.95659,1.32973,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,24909.3,1.67378,0.99366,0.96022,0.6819,0.47194,0.42911,0.1449,2.62167,1.96953,1.33004,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,25230.6,1.65375,0.98196,0.9529,0.67772,0.47463,0.42616,0.14381,2.62076,1.98134,1.33247,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,25552,1.64143,0.98263,0.96043,0.67803,0.47184,0.42376,0.14397,2.62073,1.97997,1.33459,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,25873.7,1.62781,0.96588,0.94742,0.67527,0.47809,0.42774,0.14438,2.62611,1.97722,1.33995,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,26195,1.61542,0.96658,0.94685,0.66972,0.47849,0.42138,0.14314,2.62757,1.97992,1.34242,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,26516.1,1.59761,0.95671,0.94193,0.67472,0.47925,0.42276,0.14355,2.63144,1.97799,1.34714,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,26837.7,1.60181,0.94469,0.93945,0.67693,0.47886,0.42361,0.14317,2.63426,1.98208,1.34918,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,27159.6,1.57013,0.92826,0.93567,0.67568,0.48002,0.42077,0.14278,2.63638,1.9844,1.35201,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,27481.3,1.56274,0.92789,0.9354,0.67259,0.48232,0.41954,0.14252,2.64206,1.98616,1.35611,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,27802.7,1.5423,0.92165,0.93105,0.66907,0.47941,0.41627,0.14162,2.64459,1.98685,1.35826,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,28124.3,1.5335,0.90949,0.92993,0.67343,0.48423,0.41805,0.14167,2.64548,1.99104,1.36102,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,28445.8,1.52462,0.89592,0.92522,0.66916,0.48309,0.41542,0.14088,2.64939,1.99727,1.36489,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,28767.2,1.50611,0.89358,0.92206,0.66307,0.48463,0.41507,0.14035,2.65083,1.99931,1.36685,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,29088.6,1.49037,0.88481,0.9198,0.66005,0.48386,0.41169,0.14018,2.65303,2.00527,1.36965,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,29411,1.46044,0.85723,0.94846,0.66073,0.48309,0.4107,0.13987,2.6554,2.00864,1.37146,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,29733.1,1.4361,0.83287,0.93801,0.6539,0.48347,0.40835,0.13867,2.65802,2.00851,1.37384,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,30054.9,1.40331,0.81794,0.93251,0.66226,0.48194,0.40986,0.13829,2.66263,2.01234,1.37772,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,30376.4,1.37636,0.80549,0.92631,0.66015,0.48002,0.4066,0.13766,2.66525,2.01181,1.38009,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,30698.2,1.37603,0.79653,0.92595,0.65833,0.4806,0.40608,0.13719,2.66929,2.0109,1.38231,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,31020.2,1.35118,0.79168,0.92002,0.65651,0.47925,0.40519,0.13683,2.67201,2.0125,1.38467,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,31342.1,1.33754,0.77899,0.91913,0.65442,0.47809,0.40425,0.13653,2.67282,2.01781,1.3857,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,31664,1.32691,0.77653,0.91823,0.65674,0.47771,0.40354,0.13612,2.67524,2.01927,1.3876,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,31986.4,1.30434,0.76805,0.90996,0.6565,0.47656,0.40317,0.13561,2.67874,2.01968,1.39004,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,32308.9,1.29001,0.75725,0.9071,0.65662,0.47547,0.40201,0.13529,2.68065,2.02316,1.39222,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
